clip_id,voice_id,sentence_id,noise_type,snr_db,path,reference_raw,prediction_raw,reference_norm,prediction_norm,wer,cer
voice_08_s007_cafe_5db,voice_08,s007,cafe,5,data\noisy_wav\voice_08_s007_cafe_5db.wav,He placed the coffee mug beside the window.,He placed the coffee mug beside the window.,he placed the coffee mug beside the window,he placed the coffee mug beside the window,0.0,0.0
voice_02_s027_cafe_5db,voice_02,s027,cafe,5,data\noisy_wav\voice_02_s027_cafe_5db.wav,She folded the blanket and placed it on the chair.,She folded the blanket and placed it on the chair.,she folded the blanket and placed it on the chair,she folded the blanket and placed it on the chair,0.0,0.0
voice_10_s012_cafe_5db,voice_10,s012,cafe,5,data\noisy_wav\voice_10_s012_cafe_5db.wav,The students waited quietly outside the classroom.,the students waited quietly outside the classroom.,the students waited quietly outside the classroom,the students waited quietly outside the classroom,0.0,0.0
voice_10_s048_cafe_5db,voice_10,s048,cafe,5,data\noisy_wav\voice_10_s048_cafe_5db.wav,The glass bottle rolled under the table.,The glass bottle work under the table.,the glass bottle rolled under the table,the glass bottle work under the table,0.14285714285714285,0.1282051282051282
voice_05_s012_cafe_5db,voice_05,s012,cafe,5,data\noisy_wav\voice_05_s012_cafe_5db.wav,The students waited quietly outside the classroom.,The students waited quietly outside the classroom.,the students waited quietly outside the classroom,the students waited quietly outside the classroom,0.0,0.0
voice_03_s002_cafe_5db,voice_03,s002,cafe,5,data\noisy_wav\voice_03_s002_cafe_5db.wav,She forgot her notebook at the library.,She forgot her notebook at the library.,she forgot her notebook at the library,she forgot her notebook at the library,0.0,0.0
voice_07_s035_cafe_5db,voice_07,s035,cafe,5,data\noisy_wav\voice_07_s035_cafe_5db.wav,He checked the map before leaving the hotel.,He checked the map before leaving the hotel.,he checked the map before leaving the hotel,he checked the map before leaving the hotel,0.0,0.0
voice_08_s012_cafe_10db,voice_08,s012,cafe,10,data\noisy_wav\voice_08_s012_cafe_10db.wav,The students waited quietly outside the classroom.,The students waited quietly outside the classroom.,the students waited quietly outside the classroom,the students waited quietly outside the classroom,0.0,0.0
voice_02_s024_cafe_10db,voice_02,s024,cafe,10,data\noisy_wav\voice_02_s024_cafe_10db.wav,The red bicycle leaned against the brick wall.,the red bicycle lean against the brick wall.,the red bicycle leaned against the brick wall,the red bicycle lean against the brick wall,0.125,0.044444444444444446
voice_08_s025_cafe_10db,voice_08,s025,cafe,10,data\noisy_wav\voice_08_s025_cafe_10db.wav,We heard music coming from the upstairs apartment.,We heard music coming from the upstairs apartment.,we heard music coming from the upstairs apartment,we heard music coming from the upstairs apartment,0.0,0.0
voice_04_s006_cafe_10db,voice_04,s006,cafe,10,data\noisy_wav\voice_04_s006_cafe_10db.wav,The train stopped suddenly near the station.,The train stopped suddenly near the station.,the train stopped suddenly near the station,the train stopped suddenly near the station,0.0,0.0
voice_03_s005_cafe_10db,voice_03,s005,cafe,10,data\noisy_wav\voice_03_s005_cafe_10db.wav,I heard thunder while walking across campus.,I heard thunder while walking across campus.,i heard thunder while walking across campus,i heard thunder while walking across campus,0.0,0.0
voice_08_s045_cafe_10db,voice_08,s045,cafe,10,data\noisy_wav\voice_08_s045_cafe_10db.wav,She closed the book and looked at the clock.,She closed the book and looked at the clock.,she closed the book and looked at the clock,she closed the book and looked at the clock,0.0,0.0
voice_08_s028_cafe_10db,voice_08,s028,cafe,10,data\noisy_wav\voice_08_s028_cafe_10db.wav,The bus driver waited at the corner.,The bus driver waited at the corner.,the bus driver waited at the corner,the bus driver waited at the corner,0.0,0.0
voice_03_s025_cafe_10db,voice_03,s025,cafe,10,data\noisy_wav\voice_03_s025_cafe_10db.wav,We heard music coming from the upstairs apartment.,We heard music coming from the upstairs apartment.,we heard music coming from the upstairs apartment,we heard music coming from the upstairs apartment,0.0,0.0
voice_02_s019_cafe_10db,voice_02,s019,cafe,10,data\noisy_wav\voice_02_s019_cafe_10db.wav,They walked through the park after dinner.,They walk through the park after dinner.,they walked through the park after dinner,they walk through the park after dinner,0.14285714285714285,0.04878048780487805
voice_10_s001_cafe_10db,voice_10,s001,cafe,10,data\noisy_wav\voice_10_s001_cafe_10db.wav,The package arrived before noon.,The package arrived before noon.,the package arrived before noon,the package arrived before noon,0.0,0.0
voice_01_s010_cafe_10db,voice_01,s010,cafe,10,data\noisy_wav\voice_01_s010_cafe_10db.wav,The lights flickered when the storm began.,The lights flickered when the storm began.,the lights flickered when the storm began,the lights flickered when the storm began,0.0,0.0
voice_04_s045_cafe_10db,voice_04,s045,cafe,10,data\noisy_wav\voice_04_s045_cafe_10db.wav,She closed the book and looked at the clock.,She closed the book and looked at the clock.,she closed the book and looked at the clock,she closed the book and looked at the clock,0.0,0.0
voice_09_s007_cafe_10db,voice_09,s007,cafe,10,data\noisy_wav\voice_09_s007_cafe_10db.wav,He placed the coffee mug beside the window.,He placed the coffee mug beside the window.,he placed the coffee mug beside the window,he placed the coffee mug beside the window,0.0,0.0
voice_02_s035_cafe_10db,voice_02,s035,cafe,10,data\noisy_wav\voice_02_s035_cafe_10db.wav,He checked the map before leaving the hotel.,He checked the map before leaving the hotel.,he checked the map before leaving the hotel,he checked the map before leaving the hotel,0.0,0.0
voice_08_s022_cafe_10db,voice_08,s022,cafe,10,data\noisy_wav\voice_08_s022_cafe_10db.wav,The meeting was moved to a larger room.,The meeting was moved to a larger room.,the meeting was moved to a larger room,the meeting was moved to a larger room,0.0,0.0
voice_08_s039_cafe_10db,voice_08,s039,cafe,10,data\noisy_wav\voice_08_s039_cafe_10db.wav,She left her umbrella in the back seat.,She left her umbrella in the back seat.,she left her umbrella in the back seat,she left her umbrella in the back seat,0.0,0.0
voice_10_s046_cafe_10db,voice_10,s046,cafe,10,data\noisy_wav\voice_10_s046_cafe_10db.wav,The car engine started after a few tries.,The car engine started after a few tries.,the car engine started after a few tries,the car engine started after a few tries,0.0,0.0
voice_01_s031_cafe_10db,voice_01,s031,cafe,10,data\noisy_wav\voice_01_s031_cafe_10db.wav,Please send the report before the end of the day.,Please send the report before the end of the day.,please send the report before the end of the day,please send the report before the end of the day,0.0,0.0
voice_07_s017_cafe_10db,voice_07,s017,cafe,10,data\noisy_wav\voice_07_s017_cafe_10db.wav,Please leave the receipt on the kitchen counter.,"Please, leave the receipt on the kitchen counter.",please leave the receipt on the kitchen counter,please leave the receipt on the kitchen counter,0.0,0.0
voice_09_s009_cafe_10db,voice_09,s009,cafe,10,data\noisy_wav\voice_09_s009_cafe_10db.wav,We ordered soup and bread for lunch.,We ordered soup and bread for lunch.,we ordered soup and bread for lunch,we ordered soup and bread for lunch,0.0,0.0
voice_10_s041_cafe_10db,voice_10,s041,cafe,10,data\noisy_wav\voice_10_s041_cafe_10db.wav,He turned off the alarm before going outside.,He turned off the alarm before going outside.,he turned off the alarm before going outside,he turned off the alarm before going outside,0.0,0.0
voice_10_s042_cafe_10db,voice_10,s042,cafe,10,data\noisy_wav\voice_10_s042_cafe_10db.wav,The letter was hidden inside the blue envelope.,The letter was hidden inside the blue envelope.,the letter was hidden inside the blue envelope,the letter was hidden inside the blue envelope,0.0,0.0
voice_06_s031_cafe_10db,voice_06,s031,cafe,10,data\noisy_wav\voice_06_s031_cafe_10db.wav,Please send the report before the end of the day.,Please send the report before the end of the day.,please send the report before the end of the day,please send the report before the end of the day,0.0,0.0
voice_08_s007_cafe_10db,voice_08,s007,cafe,10,data\noisy_wav\voice_08_s007_cafe_10db.wav,He placed the coffee mug beside the window.,He placed the coffee mug beside the window.,he placed the coffee mug beside the window,he placed the coffee mug beside the window,0.0,0.0
voice_02_s027_cafe_10db,voice_02,s027,cafe,10,data\noisy_wav\voice_02_s027_cafe_10db.wav,She folded the blanket and placed it on the chair.,She folded the blanket and placed it on the chair.,she folded the blanket and placed it on the chair,she folded the blanket and placed it on the chair,0.0,0.0
voice_10_s012_cafe_10db,voice_10,s012,cafe,10,data\noisy_wav\voice_10_s012_cafe_10db.wav,The students waited quietly outside the classroom.,The students waited quietly outside the classroom.,the students waited quietly outside the classroom,the students waited quietly outside the classroom,0.0,0.0
voice_10_s048_cafe_10db,voice_10,s048,cafe,10,data\noisy_wav\voice_10_s048_cafe_10db.wav,The glass bottle rolled under the table.,The glass bottle rolled under the table.,the glass bottle rolled under the table,the glass bottle rolled under the table,0.0,0.0
voice_05_s012_cafe_10db,voice_05,s012,cafe,10,data\noisy_wav\voice_05_s012_cafe_10db.wav,The students waited quietly outside the classroom.,The students waited quietly outside the classroom.,the students waited quietly outside the classroom,the students waited quietly outside the classroom,0.0,0.0
voice_03_s002_cafe_10db,voice_03,s002,cafe,10,data\noisy_wav\voice_03_s002_cafe_10db.wav,She forgot her notebook at the library.,She forgot her notebook at the library.,she forgot her notebook at the library,she forgot her notebook at the library,0.0,0.0
voice_07_s035_cafe_10db,voice_07,s035,cafe,10,data\noisy_wav\voice_07_s035_cafe_10db.wav,He checked the map before leaving the hotel.,He checked the map before leaving the hotel.,he checked the map before leaving the hotel,he checked the map before leaving the hotel,0.0,0.0
voice_08_s012_cafe_20db,voice_08,s012,cafe,20,data\noisy_wav\voice_08_s012_cafe_20db.wav,The students waited quietly outside the classroom.,The students waited quietly outside the classroom.,the students waited quietly outside the classroom,the students waited quietly outside the classroom,0.0,0.0
voice_02_s024_cafe_20db,voice_02,s024,cafe,20,data\noisy_wav\voice_02_s024_cafe_20db.wav,The red bicycle leaned against the brick wall.,The red bicycle leaned against the brick wall.,the red bicycle leaned against the brick wall,the red bicycle leaned against the brick wall,0.0,0.0
voice_08_s025_cafe_20db,voice_08,s025,cafe,20,data\noisy_wav\voice_08_s025_cafe_20db.wav,We heard music coming from the upstairs apartment.,We heard music coming from the upstairs apartment.,we heard music coming from the upstairs apartment,we heard music coming from the upstairs apartment,0.0,0.0
voice_04_s006_cafe_20db,voice_04,s006,cafe,20,data\noisy_wav\voice_04_s006_cafe_20db.wav,The train stopped suddenly near the station.,The train stops suddenly near the station.,the train stopped suddenly near the station,the train stops suddenly near the station,0.14285714285714285,0.06976744186046512
voice_03_s005_cafe_20db,voice_03,s005,cafe,20,data\noisy_wav\voice_03_s005_cafe_20db.wav,I heard thunder while walking across campus.,I heard thunder while walking across campus.,i heard thunder while walking across campus,i heard thunder while walking across campus,0.0,0.0
voice_08_s045_cafe_20db,voice_08,s045,cafe,20,data\noisy_wav\voice_08_s045_cafe_20db.wav,She closed the book and looked at the clock.,She closed the book and looked at the clock.,she closed the book and looked at the clock,she closed the book and looked at the clock,0.0,0.0
voice_08_s028_cafe_20db,voice_08,s028,cafe,20,data\noisy_wav\voice_08_s028_cafe_20db.wav,The bus driver waited at the corner.,The bus driver waited at the corner.,the bus driver waited at the corner,the bus driver waited at the corner,0.0,0.0
voice_03_s025_cafe_20db,voice_03,s025,cafe,20,data\noisy_wav\voice_03_s025_cafe_20db.wav,We heard music coming from the upstairs apartment.,We heard music coming from the upstairs apartment.,we heard music coming from the upstairs apartment,we heard music coming from the upstairs apartment,0.0,0.0
voice_02_s019_cafe_20db,voice_02,s019,cafe,20,data\noisy_wav\voice_02_s019_cafe_20db.wav,They walked through the park after dinner.,They walk through the park after dinner.,they walked through the park after dinner,they walk through the park after dinner,0.14285714285714285,0.04878048780487805
voice_10_s001_cafe_20db,voice_10,s001,cafe,20,data\noisy_wav\voice_10_s001_cafe_20db.wav,The package arrived before noon.,The package arrived before noon.,the package arrived before noon,the package arrived before noon,0.0,0.0
voice_01_s010_cafe_20db,voice_01,s010,cafe,20,data\noisy_wav\voice_01_s010_cafe_20db.wav,The lights flickered when the storm began.,The lights flickered when the storm began.,the lights flickered when the storm began,the lights flickered when the storm began,0.0,0.0
voice_04_s045_cafe_20db,voice_04,s045,cafe,20,data\noisy_wav\voice_04_s045_cafe_20db.wav,She closed the book and looked at the clock.,She closed the book and looked at the clock.,she closed the book and looked at the clock,she closed the book and looked at the clock,0.0,0.0
voice_09_s007_cafe_20db,voice_09,s007,cafe,20,data\noisy_wav\voice_09_s007_cafe_20db.wav,He placed the coffee mug beside the window.,He placed the coffee mug beside the window.,he placed the coffee mug beside the window,he placed the coffee mug beside the window,0.0,0.0
voice_02_s035_cafe_20db,voice_02,s035,cafe,20,data\noisy_wav\voice_02_s035_cafe_20db.wav,He checked the map before leaving the hotel.,He checked the map before leaving the hotel.,he checked the map before leaving the hotel,he checked the map before leaving the hotel,0.0,0.0
voice_08_s022_cafe_20db,voice_08,s022,cafe,20,data\noisy_wav\voice_08_s022_cafe_20db.wav,The meeting was moved to a larger room.,The meeting was moved to a larger room.,the meeting was moved to a larger room,the meeting was moved to a larger room,0.0,0.0
voice_08_s039_cafe_20db,voice_08,s039,cafe,20,data\noisy_wav\voice_08_s039_cafe_20db.wav,She left her umbrella in the back seat.,She left her umbrella in the back seat.,she left her umbrella in the back seat,she left her umbrella in the back seat,0.0,0.0
voice_10_s046_cafe_20db,voice_10,s046,cafe,20,data\noisy_wav\voice_10_s046_cafe_20db.wav,The car engine started after a few tries.,The car engine started after a few tries.,the car engine started after a few tries,the car engine started after a few tries,0.0,0.0
voice_01_s031_cafe_20db,voice_01,s031,cafe,20,data\noisy_wav\voice_01_s031_cafe_20db.wav,Please send the report before the end of the day.,Please send the report before the end of the day.,please send the report before the end of the day,please send the report before the end of the day,0.0,0.0
voice_07_s017_cafe_20db,voice_07,s017,cafe,20,data\noisy_wav\voice_07_s017_cafe_20db.wav,Please leave the receipt on the kitchen counter.,"Please, leave the receipt on the kitchen counter.",please leave the receipt on the kitchen counter,please leave the receipt on the kitchen counter,0.0,0.0
voice_09_s009_cafe_20db,voice_09,s009,cafe,20,data\noisy_wav\voice_09_s009_cafe_20db.wav,We ordered soup and bread for lunch.,We ordered soup and bread for lunch.,we ordered soup and bread for lunch,we ordered soup and bread for lunch,0.0,0.0
voice_10_s041_cafe_20db,voice_10,s041,cafe,20,data\noisy_wav\voice_10_s041_cafe_20db.wav,He turned off the alarm before going outside.,He turned off the alarm before going outside.,he turned off the alarm before going outside,he turned off the alarm before going outside,0.0,0.0
voice_10_s042_cafe_20db,voice_10,s042,cafe,20,data\noisy_wav\voice_10_s042_cafe_20db.wav,The letter was hidden inside the blue envelope.,The letter was hidden inside the blue envelope.,the letter was hidden inside the blue envelope,the letter was hidden inside the blue envelope,0.0,0.0
voice_06_s031_cafe_20db,voice_06,s031,cafe,20,data\noisy_wav\voice_06_s031_cafe_20db.wav,Please send the report before the end of the day.,Please send the report before the end of the day.,please send the report before the end of the day,please send the report before the end of the day,0.0,0.0
voice_08_s007_cafe_20db,voice_08,s007,cafe,20,data\noisy_wav\voice_08_s007_cafe_20db.wav,He placed the coffee mug beside the window.,He placed the coffee mug beside the window.,he placed the coffee mug beside the window,he placed the coffee mug beside the window,0.0,0.0
voice_02_s027_cafe_20db,voice_02,s027,cafe,20,data\noisy_wav\voice_02_s027_cafe_20db.wav,She folded the blanket and placed it on the chair.,She folded the blanket and placed it on the chair.,she folded the blanket and placed it on the chair,she folded the blanket and placed it on the chair,0.0,0.0
voice_10_s012_cafe_20db,voice_10,s012,cafe,20,data\noisy_wav\voice_10_s012_cafe_20db.wav,The students waited quietly outside the classroom.,The students waited quietly outside the classroom.,the students waited quietly outside the classroom,the students waited quietly outside the classroom,0.0,0.0
voice_10_s048_cafe_20db,voice_10,s048,cafe,20,data\noisy_wav\voice_10_s048_cafe_20db.wav,The glass bottle rolled under the table.,The glass bottle rolled under the table.,the glass bottle rolled under the table,the glass bottle rolled under the table,0.0,0.0
voice_05_s012_cafe_20db,voice_05,s012,cafe,20,data\noisy_wav\voice_05_s012_cafe_20db.wav,The students waited quietly outside the classroom.,the students waited quietly outside the classroom.,the students waited quietly outside the classroom,the students waited quietly outside the classroom,0.0,0.0
voice_03_s002_cafe_20db,voice_03,s002,cafe,20,data\noisy_wav\voice_03_s002_cafe_20db.wav,She forgot her notebook at the library.,She forgot her notebook at the library.,she forgot her notebook at the library,she forgot her notebook at the library,0.0,0.0
voice_07_s035_cafe_20db,voice_07,s035,cafe,20,data\noisy_wav\voice_07_s035_cafe_20db.wav,He checked the map before leaving the hotel.,He checked the map before leaving the hotel.,he checked the map before leaving the hotel,he checked the map before leaving the hotel,0.0,0.0
voice_08_s012_fan_-10db,voice_08,s012,fan,-10,data\noisy_wav\voice_08_s012_fan_-10db.wav,The students waited quietly outside the classroom.,still to wait quietly outside the planet.,the students waited quietly outside the classroom,still to wait quietly outside the planet,0.5714285714285714,0.3673469387755102
voice_02_s024_fan_-10db,voice_02,s024,fan,-10,data\noisy_wav\voice_02_s024_fan_-10db.wav,The red bicycle leaned against the brick wall.,The Red Bicycle 8 events are in roll.,the red bicycle leaned against the brick wall,the red bicycle 8 events are in roll,0.625,0.4444444444444444
voice_08_s025_fan_-10db,voice_08,s025,fan,-10,data\noisy_wav\voice_08_s025_fan_-10db.wav,We heard music coming from the upstairs apartment.,We've learned music coming from the upstairs park.,we heard music coming from the upstairs apartment,we've learned music coming from the upstairs park,0.375,0.24489795918367346
voice_04_s006_fan_-10db,voice_04,s006,fan,-10,data\noisy_wav\voice_04_s006_fan_-10db.wav,The train stopped suddenly near the station.,The train stops suddenly out here at the station.,the train stopped suddenly near the station,the train stops suddenly out here at the station,0.5714285714285714,0.27906976744186046
voice_03_s005_fan_-10db,voice_03,s005,fan,-10,data\noisy_wav\voice_03_s005_fan_-10db.wav,I heard thunder while walking across campus.,The,i heard thunder while walking across campus,the,1.0,0.9302325581395349
voice_08_s045_fan_-10db,voice_08,s045,fan,-10,data\noisy_wav\voice_08_s045_fan_-10db.wav,She closed the book and looked at the clock.,She closed the broken hole in the floor.,she closed the book and looked at the clock,she closed the broken hole in the floor,0.5555555555555556,0.3023255813953488
voice_08_s028_fan_-10db,voice_08,s028,fan,-10,data\noisy_wav\voice_08_s028_fan_-10db.wav,The bus driver waited at the corner.,The bus driver waited.,the bus driver waited at the corner,the bus driver waited,0.42857142857142855,0.4
voice_03_s025_fan_-10db,voice_03,s025,fan,-10,data\noisy_wav\voice_03_s025_fan_-10db.wav,We heard music coming from the upstairs apartment.,How should I kop it so that I can pay that cost-brol think,we heard music coming from the upstairs apartment,how should i kop it so that i can pay that cost brol think,1.75,0.8775510204081632
voice_02_s019_fan_-10db,voice_02,s019,fan,-10,data\noisy_wav\voice_02_s019_fan_-10db.wav,They walked through the park after dinner.,They won't depart after dinner.,they walked through the park after dinner,they won't depart after dinner,0.5714285714285714,0.3902439024390244
voice_10_s001_fan_-10db,voice_10,s001,fan,-10,data\noisy_wav\voice_10_s001_fan_-10db.wav,The package arrived before noon.,"The happy joe right at the front and the down, a big dramatic",the package arrived before noon,the happy joe right at the front and the down a big dramatic,2.4,1.4516129032258065
voice_01_s010_fan_-10db,voice_01,s010,fan,-10,data\noisy_wav\voice_01_s010_fan_-10db.wav,The lights flickered when the storm began.,likes to look at the rest of the new.,the lights flickered when the storm began,likes to look at the rest of the new,1.1428571428571428,0.7317073170731707
voice_04_s045_fan_-10db,voice_04,s045,fan,-10,data\noisy_wav\voice_04_s045_fan_-10db.wav,She closed the book and looked at the clock.,She closed the boat and looked at the boat.,she closed the book and looked at the clock,she closed the boat and looked at the boat,0.2222222222222222,0.13953488372093023
voice_09_s007_fan_-10db,voice_09,s007,fan,-10,data\noisy_wav\voice_09_s007_fan_-10db.wav,He placed the coffee mug beside the window.,Is this was a great memory.,he placed the coffee mug beside the window,is this was a great memory,1.0,0.8095238095238095
voice_02_s035_fan_-10db,voice_02,s035,fan,-10,data\noisy_wav\voice_02_s035_fan_-10db.wav,He checked the map before leaving the hotel.,Check the map before leaving the hotel.,he checked the map before leaving the hotel,check the map before leaving the hotel,0.25,0.11627906976744186
voice_08_s022_fan_-10db,voice_08,s022,fan,-10,data\noisy_wav\voice_08_s022_fan_-10db.wav,The meeting was moved to a larger room.,the meeting was moved to the larger room.,the meeting was moved to a larger room,the meeting was moved to the larger room,0.125,0.07894736842105263
voice_08_s039_fan_-10db,voice_08,s039,fan,-10,data\noisy_wav\voice_08_s039_fan_-10db.wav,She left her umbrella in the back seat.,"I left her up, rel in the backseat.",she left her umbrella in the back seat,i left her up rel in the backseat,0.625,0.21052631578947367
voice_10_s046_fan_-10db,voice_10,s046,fan,-10,data\noisy_wav\voice_10_s046_fan_-10db.wav,The car engine started after a few tries.,The car you taste are going to give you a try.,the car engine started after a few tries,the car you taste are going to give you a try,1.125,0.75
voice_01_s031_fan_-10db,voice_01,s031,fan,-10,data\noisy_wav\voice_01_s031_fan_-10db.wav,Please send the report before the end of the day.,Please send the reporter from Canada.,please send the report before the end of the day,please send the reporter from canada,0.7,0.3958333333333333
voice_07_s017_fan_-10db,voice_07,s017,fan,-10,data\noisy_wav\voice_07_s017_fan_-10db.wav,Please leave the receipt on the kitchen counter.,,please leave the receipt on the kitchen counter,,1.0,1.0
voice_09_s009_fan_-10db,voice_09,s009,fan,-10,data\noisy_wav\voice_09_s009_fan_-10db.wav,We ordered soup and bread for lunch.,"We're,zing costumes at",we ordered soup and bread for lunch,we're zing costumes at,1.0,0.7714285714285715
voice_10_s041_fan_-10db,voice_10,s041,fan,-10,data\noisy_wav\voice_10_s041_fan_-10db.wav,He turned off the alarm before going outside.,We turn off the alarm before going outside.,he turned off the alarm before going outside,we turn off the alarm before going outside,0.25,0.06818181818181818
voice_10_s042_fan_-10db,voice_10,s042,fan,-10,data\noisy_wav\voice_10_s042_fan_-10db.wav,The letter was hidden inside the blue envelope.,they let outside a etherhot or a reddry.,the letter was hidden inside the blue envelope,they let outside a etherhot or a reddry,1.0,0.6739130434782609
voice_06_s031_fan_-10db,voice_06,s031,fan,-10,data\noisy_wav\voice_06_s031_fan_-10db.wav,Please send the report before the end of the day.,Please send a report for the end of the day.,please send the report before the end of the day,please send a report for the end of the day,0.2,0.125
voice_08_s007_fan_-10db,voice_08,s007,fan,-10,data\noisy_wav\voice_08_s007_fan_-10db.wav,He placed the coffee mug beside the window.,Place the car on the side.,he placed the coffee mug beside the window,place the car on the side,0.75,0.5476190476190477
voice_02_s027_fan_-10db,voice_02,s027,fan,-10,data\noisy_wav\voice_02_s027_fan_-10db.wav,She folded the blanket and placed it on the chair.,She folded the blanket and placed it on the chair.,she folded the blanket and placed it on the chair,she folded the blanket and placed it on the chair,0.0,0.0
voice_10_s012_fan_-10db,voice_10,s012,fan,-10,data\noisy_wav\voice_10_s012_fan_-10db.wav,The students waited quietly outside the classroom.,The students waited quietly outside the classroom.,the students waited quietly outside the classroom,the students waited quietly outside the classroom,0.0,0.0
voice_10_s048_fan_-10db,voice_10,s048,fan,-10,data\noisy_wav\voice_10_s048_fan_-10db.wav,The glass bottle rolled under the table.,The glass bottle pulled out of the table.,the glass bottle rolled under the table,the glass bottle pulled out of the table,0.42857142857142855,0.1794871794871795
voice_05_s012_fan_-10db,voice_05,s012,fan,-10,data\noisy_wav\voice_05_s012_fan_-10db.wav,The students waited quietly outside the classroom.,the students will be required to be outside of the classroom.,the students waited quietly outside the classroom,the students will be required to be outside of the classroom,0.8571428571428571,0.3673469387755102
voice_03_s002_fan_-10db,voice_03,s002,fan,-10,data\noisy_wav\voice_03_s002_fan_-10db.wav,She forgot her notebook at the library.,"Sige, you got, come, come, come, come!",she forgot her notebook at the library,sige you got come come come come,1.0,0.7105263157894737
voice_07_s035_fan_-10db,voice_07,s035,fan,-10,data\noisy_wav\voice_07_s035_fan_-10db.wav,He checked the map before leaving the hotel.,escv Thank you for your time! and please share the time for one of my favorite people wave,he checked the map before leaving the hotel,escv thank you for your time and please share the time for one of my favorite people wave,2.125,1.558139534883721
voice_08_s012_fan_-5db,voice_08,s012,fan,-5,data\noisy_wav\voice_08_s012_fan_-5db.wav,The students waited quietly outside the classroom.,students waited quietly outside the classroom.,the students waited quietly outside the classroom,students waited quietly outside the classroom,0.14285714285714285,0.08163265306122448
voice_02_s024_fan_-5db,voice_02,s024,fan,-5,data\noisy_wav\voice_02_s024_fan_-5db.wav,The red bicycle leaned against the brick wall.,the Red Bicycle Aid Against the Great Wall.,the red bicycle leaned against the brick wall,the red bicycle aid against the great wall,0.25,0.17777777777777778
voice_08_s025_fan_-5db,voice_08,s025,fan,-5,data\noisy_wav\voice_08_s025_fan_-5db.wav,We heard music coming from the upstairs apartment.,We heard music coming from the upstairs apartment.,we heard music coming from the upstairs apartment,we heard music coming from the upstairs apartment,0.0,0.0
voice_04_s006_fan_-5db,voice_04,s006,fan,-5,data\noisy_wav\voice_04_s006_fan_-5db.wav,The train stopped suddenly near the station.,The train stops suddenly near the station.,the train stopped suddenly near the station,the train stops suddenly near the station,0.14285714285714285,0.06976744186046512
voice_03_s005_fan_-5db,voice_03,s005,fan,-5,data\noisy_wav\voice_03_s005_fan_-5db.wav,I heard thunder while walking across campus.,I heard thunder about walking across campus.,i heard thunder while walking across campus,i heard thunder about walking across campus,0.14285714285714285,0.11627906976744186
voice_08_s045_fan_-5db,voice_08,s045,fan,-5,data\noisy_wav\voice_08_s045_fan_-5db.wav,She closed the book and looked at the clock.,She closed the book and looked at the clock.,she closed the book and looked at the clock,she closed the book and looked at the clock,0.0,0.0
voice_08_s028_fan_-5db,voice_08,s028,fan,-5,data\noisy_wav\voice_08_s028_fan_-5db.wav,The bus driver waited at the corner.,The bus driver waited at the corner.,the bus driver waited at the corner,the bus driver waited at the corner,0.0,0.0
voice_03_s025_fan_-5db,voice_03,s025,fan,-5,data\noisy_wav\voice_03_s025_fan_-5db.wav,We heard music coming from the upstairs apartment.,We heard music coming from the upstairs of our door.,we heard music coming from the upstairs apartment,we heard music coming from the upstairs of our door,0.375,0.20408163265306123
voice_02_s019_fan_-5db,voice_02,s019,fan,-5,data\noisy_wav\voice_02_s019_fan_-5db.wav,They walked through the park after dinner.,They walked through the park after dinner.,they walked through the park after dinner,they walked through the park after dinner,0.0,0.0
voice_10_s001_fan_-5db,voice_10,s001,fan,-5,data\noisy_wav\voice_10_s001_fan_-5db.wav,The package arrived before noon.,The package arrived before noon.,the package arrived before noon,the package arrived before noon,0.0,0.0
voice_01_s010_fan_-5db,voice_01,s010,fan,-5,data\noisy_wav\voice_01_s010_fan_-5db.wav,The lights flickered when the storm began.,the likes of Likker and the Stone again.,the lights flickered when the storm began,the likes of likker and the stone again,0.8571428571428571,0.4146341463414634
voice_04_s045_fan_-5db,voice_04,s045,fan,-5,data\noisy_wav\voice_04_s045_fan_-5db.wav,She closed the book and looked at the clock.,She closed the book and looked at the clock.,she closed the book and looked at the clock,she closed the book and looked at the clock,0.0,0.0
voice_09_s007_fan_-5db,voice_09,s007,fan,-5,data\noisy_wav\voice_09_s007_fan_-5db.wav,He placed the coffee mug beside the window.,Place the coffee mug beside the window.,he placed the coffee mug beside the window,place the coffee mug beside the window,0.25,0.09523809523809523
voice_02_s035_fan_-5db,voice_02,s035,fan,-5,data\noisy_wav\voice_02_s035_fan_-5db.wav,He checked the map before leaving the hotel.,He checked the map before leaving the hotel.,he checked the map before leaving the hotel,he checked the map before leaving the hotel,0.0,0.0
voice_08_s022_fan_-5db,voice_08,s022,fan,-5,data\noisy_wav\voice_08_s022_fan_-5db.wav,The meeting was moved to a larger room.,The meeting was moved to a larger room.,the meeting was moved to a larger room,the meeting was moved to a larger room,0.0,0.0
voice_08_s039_fan_-5db,voice_08,s039,fan,-5,data\noisy_wav\voice_08_s039_fan_-5db.wav,She left her umbrella in the back seat.,She left her umbrella in the back seat.,she left her umbrella in the back seat,she left her umbrella in the back seat,0.0,0.0
voice_10_s046_fan_-5db,voice_10,s046,fan,-5,data\noisy_wav\voice_10_s046_fan_-5db.wav,The car engine started after a few tries.,The car ended starting after a few tries.,the car engine started after a few tries,the car ended starting after a few tries,0.25,0.175
